,Unnamed: 0,Unnamed: 0.1,date,title,main_content,ID
210,304,80,"13 April 2018
13 April 2018",gulf state could tournament,president gianni infantino wants expand teams may mean matches played gulf states governing body voted last january expand tournament teams south american confederation conmebol asked brought forward bbc sport understands unofficial talks taken place officials remain sceptical given logistical issues practicalities hosting extra teams conduct study determine plan would involve hosting matches feasible seems interesting idea infantino attending conmebol meeting buenos aires study seriously possible firmly believe enlargement convinced good development proposed agreed since currently planning build eight stadiums four fewer bidders edition told require finals four years time scheduled run across days november december tournament moved traditional summer slot concerns heat keen idea number months discreet talks taking place coincidentally infantino highly active region late meetings held leaders united arab emirates saudi arabia example also reports informal discussions potential expanded tournament involving kuwait begs question whether grand plan create larger format tournament one cannot host alone due size regional tournament would politically difficult given local tensions ongoing blockade subject attraction would seen bringing countries together regional neighbours would inevitably delight seeing country lose prestige hosting alone reasons expect resist move,304
211,309,0,28 February 2018,worker died fall lethal stadium,construction worker killed fall stadium building site using potentially lethal equipment inquest heard zachary cox plummeted ft khalifa international stadium doha january last year sustained brain injuries broken neck fall brighton hove coroner court heard work practices stadium inherently unsafe coroner family called independent inquiry death mr cox born johannesburg later lived hove london fell faulty hoist using put suspended walkway place broke safety harness also snapped weight dropped head first pronounced dead hospital coroner veronica hamilton deeley found died multiple injuries fall height new work practices branded inherently unsafe introduced inquest heard extra hoists brought speed construction problems tonne metal platforms fixed putting project behind schedule recording narrative conclusion coroner site managers stadium knew known effectively requiring group workers rely potentially lethal equipment new system chaotic unprofessional unthinking downright dangerous inquest mr cox sisters law ella joseph hazel mayes called independent inquiry foreign office step demand reassurance responsible making decisions ultimately led zac death held account justice served want know lessons learnt families wo suffer similar circumstances mr cox employed south african subcontractor working german firm briton dies working stadium,309
212,310,1,"14 February 2018
14 February 2018",england could play friendly fa agreement hosts,england could play friendly association signed partnership agreement hosts fa chairman greg clarke signed knowledge sharing deal fa doha wednesday predecessor greg dyke saidexternal link awarding worst moment history clarke long history collaboration various national associations added developing game across country key objective approach hosting agreement see countries share ideas development grassroots youth development women player performance management administration fa also confirmed countries would look possibility organising friendly matches across different age groups bbc sports editor dan roan times change former fa chief greg dyke demanded stripped right host corruption allegations still investigated us swiss authorities proven today appears dramatic turn successor hailed exciting fa makes strategic sense global charm offensive ahead potential bid also fits government push strengthen ties country invested billions pounds uk ahead post brexit era however critics concerned forging closer links country still intense scrutiny treatment migrant workers fa may put politics principles like bidding rather signing friendly matches would doubt preferred fa used influence keep pressure make labour reforms,310
213,318,9,8 November 2017,ilo drops migrant workers complaint reforms,international labour organization closed case treatment migrant workers overshadowed preparations un agency reforms agreed emirate meant two million workers enjoyed better protection include setting minimum wage allowing workers leave country without employers permission welcomed ilo decision vowed continue improving conditions international trade union confederation ituc hailed new era workers rights country urged neighbouring saudi arabia united arab emirates follow suit complaint lodged ilo accusing failing comply obligations signatory conventions forced labour labour inspections particular concern sponsorship law tied workers employers human rights activists put risk forced labour forms exploitation abuse committed dismantle called kafala system ensuring employee contracts lodged government authority prevent contract substitution longer allowing employers stop workers leaving country minimum wage prescribed base rate covering workers ending race based system wages wage arrears systematically settled workers committees also established workplace workers electing representatives ilo committed technical co operation programme would work together strengthen national regulations practices line international standards transformation complaint real commitment government make positive change ground workers encouraging development celebrate moment two million migrant workers luc cortebeeck chairperson ilo governing body catelene passchier president workers group ilo told reuters news agency welcome support agreement ilo emphasise nice words good intentions sufficient implementation intentions law practice critical ends kafala labour system forced labour site workers pathetic conditions workers really died arrested reporting labourers,318
214,320,11,25 October 2017,introduces minimum wage first time,committed range labour law reforms including introduction minimum wage doha record migrant worker rights international scrutiny run announcement came day meeting international labour organisation ilo warned end abuse migrant workers international trade union confederation ictu welcomed move general secretary sharan burrow changes signalled start real reforms bring end use modern slavery ilo un agency given deadline november demonstrate progress migrant workers rights could open rare formal investigation governing body meeting plenary session october november long operated system called kafala strict work sponsorship scheme forced foreign workers get permission employer change jobs even leave country qatari officials announced end kafala system december met scepticism rights group amnesty international others ituc latest agreed reforms include ms burrow much still needed done ituc would meeting labour minister discuss issues unclear proposed changes come effect estimated million migrant workers many work construction industry come asian countries report ituc least migrant workers died construction projects number difficult verify bbc analysis suggested could even higher also may risen since ends kafala labour system forced labour site workers pathetic conditions workers really died,320
215,325,16,4 October 2017,modernising female voice,personal political sheikha hind senior member ruling royal family gives direct answer views end driving ban women saudi arabia two asthmatic boys need take emergency husband business trip talking safety great decision says parent well driver distancing suggestion women equal rights matters sheikha hind sister ruler wealthy state country currently centre tense blockade middle eastern power struggle neighbours want isolate country sheikha hind mission reach present distinctly modern young female face outside blockade happened shocked see coming speaking london says wants counter perceptions country ultra conservative muslim state background determinedly international student duke university united states university college london uk exposed narrow views held young westerners arab america got comment thought lived tents says would like people understand normal might different traditions cultures make us different want highly educated citizens want opportunities every single person country education big deal including pouring huge amounts building campus eight international two qatari universities sheikha hind chief executive foundation vehicle created almost years ago epic scale investment education hard headed ambition turning knowledge economy built well educated workforce ready income gas oil runs end small country make sure majority residents educated active citizens satisfied still long way go started education asking difficult questions instance students discuss merits democracy autocracy sure debates says something teach students think listen every side argument support approach academic freedom campus encourages dialogue topic issue says although adds defining democracy wide spectrum meanings terms women access education says students women current challenge recruit men higher education line strong women daughter sheikha moza mother current ruler often described one influential women middle east growing centre country ruling family says work personal life really divided part next generation royal family redefining next stage country development mean investing even education finding better ways motivate wealthy young people grown without hardship spur sheikha hind says looking develop different types school raise standards tackle problem motivation blockade far stopped one biggest radar exports education poorest countries school refugees although high profile soft power projects least hosting extensive funding education including education banner often curiously hidden away cultural thing also rooted islam donate money put name good taking credit something change talk sheikha hind many parts question identity says perception different reality global education ideas global education series get touch,325
216,341,32,19 July 2017,crisis need know,tiny oil gas rich gulf state cut powerful arab neighbours alleged support terrorism refused comply initial list demands saying would agree measures threatened sovereignty violated international law emirate told neighbours want accept six broad principles combating extremism terrorism long practised ambitious foreign policy different priorities neighbours two key issues angered recent years one support islamist groups acknowledges provided assistance muslim brotherhood denies aiding militant groups linked al qaeda called islamic state key issue relations iran shares largest gas field shia muslim power sunni muslim ruled saudi arabia main regional rival deep diplomatic tensions behind row need know saudi arabia united arab emirates uae bahrain severed relations june also gave qatari citizens days leave territory banned citizens travelling residing egypt also cut diplomatic ties impose restrictions citizens living yemen maldives libya eastern based government later followed suit addition saudi arabia uae bahrain egypt closed airspace qatari aircraft foreign airlines would seek permission overflights land border also closed saudi arabia ships flying qatari flag serving banned docking many ports two states six member gulf co operation council gcc cut ties kuwait oman kuwait offered mediate dispute row threatens food flights travel mean dependent imports land sea basic needs population million food came land border saudi arabia initially supermarket shelves doha emptied basic supplies residents rushed stock hoarding quickly ended turkey iran began sending food air sea economic disruption could impact dispute drags doha hamad international airport far quieter usual airways national carrier cancel flights regional cities reroute destinations airspace restrictions stock market lost bn bn market value first four weeks crisis however stock market since recovered pre crisis value exports liquefied natural gas also far affected emirate finance minister says enough resources defend economy currency companies working new stadiums infrastructure projects meanwhile secure new sources building materials shipping costs gone tenfold begun shipping cargo oman get around restrictions access ports uae facing indefinite isolation turkey standing neighbours july received negative response point list demands presented june return ending restrictions told emirate july diplomats four nations longer insisting comply demands instead wanted commit six broad principles combating terrorism extremism denying financing safe havens terrorist groups stopping incitement hatred violence refraining interfering internal affairs countries new york times reported deadline next al jazeera survive crisis foreign minister sheikh mohammed bin abdul rahman al thani july neighbours demanding surrender sovereignty something would never stressed continues call dialogue despite violation international laws regulations despite separation families despite siege clear aggression insult international treaties bodies jurisdictions sheikh mohammed added fm evidence provided assistance islamist groups designated terrorist organisations neighbours notably muslim brotherhood hamas movement member us led coalition faced accusations iraqi shia leaders provided financial support jihadists saudi arabia matter also provided money weapons hardline islamist rebels fighting bashar al assad syria stressed links al qaeda linked alliance hayat tahrir al sham neighbours also seized report alleging paid ransom bn iraqi shia militias iranian security officials hayat tahrir al sham part deal secure release royal family members kidnapped iraq july nbc news cited us intelligence officials saying instead paid iraqi government contact hostage takers subsequently confiscated cash money support authorities iraq release abductees focus terrorism claims gulf row threatens cash crisis gaza us might expected want crisis end quickly hosts largest american military facility middle east al udeid airbase president donald trump nevertheless quick claim credit pressure placed emirate saying might mark beginning end horror terrorism secretary state rex tillerson subsequently questioned list demands acknowledging elements would difficult meet mr tillerson conducting shuttle diplomacy region july signed memorandum understanding terrorism financing tillerson big test trump take bow row isolated neighbours islamic state key countries stand country profile hacking row fuels gulf tensions travellers hit grounded flights qatarstrophe social media reacts five surprising facts row threatens food flights behind crisis row might affect,341
217,342,33,17 July 2017,crisis uae denies hacking news agency,uae minister state foreign affairs anwar gargash denies hacked news agency united arab emirates denied behind alleged hacking state news agency may post cited us intelligence officials saying uae orchestrated posting incendiary quotes attributed emir insisted fabricated incident helped spark diplomatic rift neighbours report unequivocally proves hacking crime took place however uae minister state foreign affairs anwar gargash told bbc monday post report untrue also reiterated uae five arab nations written demand stripped right host swiss news network local fake news story quoting president gianni infantino posted copycat website saturday post story cited unnamed us intelligence officials saying newly analysed information confirmed may senior members uae government discussed plan hack qatari state media sites later day official news agency quoted emir sheikh tamim bin hamad al thani criticising us hostility towards iran describing islamic power cannot ignored calling hamas legitimate representative palestinian people qatari officials agency hacked unknown entity story basis whatsoever however remarks reported across region caused stir uae saudi arabia bahrain egypt responded blocking qatari media two weeks later four countries cut links alleged support terrorism relations iran boycott caused turmoil oil gas rich emirate dependent imports land sea basic needs population million us intelligence officials told post unclear whether uae authorities hacked news agency paid third party qatari government communication office statement information published post revealed involvement united arab emirates senior emirati officials hacking news agency guardian reported last month investigation us federal bureau investigation fbi concluded freelance russian hackers responsible us intelligence agencies declined comment post article uae ambassador insisted role whatsoever alleged hacking true behaviour funding supporting enabling extremists taliban hamas gaddafi inciting violence encouraging radicalization undermining stability neighbours yousef al otaiba wrote statement posted twitter acknowledged providing assistance islamist groups designated terrorist organisations neighbours notably muslim brotherhood denied aiding jihadist groups linked al qaeda called islamic state mr gargash told bbc denial contradicted agreement review list individuals organisations uae accused supporting terrorism wants arrested expelled know admitting list worthy list needs looked need change laws ensure proper process cover list mr gargash neighbours prepared continue boycott months comply list demands handed last month agree international monitoring understand concern allies added issue hurt hurt state bn bn main sponsor jihadist agenda added four states would escalate boycott asking companies choose business air lifted dairy cows arrive crisis need know help saudis gone far,342
218,381,2,14 June 2017,turkey standing,thank turkey milk posted one twitter user along picture taken supermarket whose shelves full turkish brand bottles weekend fresh stocks milk yogurt poultry juice turkey flown doha country faced shortage fresh produce due recent crisis gulf worst past decade tuesday turkish president recep tayyip erdogan described isolation inhumane islamic values comparing death sentence foreign minister due visit country wednesday talks crisis saudi arabia bahrain united arab emirates egypt decided sever ties accusing supporting terrorism turkey initial reaction try refrain taking sides call dialogue two days later ankara made dramatic pro qatari turn passing bill authorise deployment turkish troops presented international community clear message doha alone fact bill waiting parliamentary approval almost two years long crisis erupted two countries already signed military protocol back turkey opened military base first region currently hosting turkish soldiers capacity troops monday turkish army sent three officers co ordinate future deployment reports suggest ankara initially deploy infantry naval force followed f fighter jets ankara perceives doha one key allies especially turkey increasing isolation internationally qatari emir sheikh tamim bin hamad al thani first leader make solidarity call president erdogan turkish coup attempt last year even reports alleging strong elite unit qatari special forces sent turkey close protection mr erdogan coup plot governments two countries also share similar ideological stances neither classifies muslim brotherhood hamas terrorist organisations condemned military coup egypt toppled mohammed morsi supported islamist groups attempt overthrow bashar al assad regime syria also attitude towards iran acknowledge one key players region try maintain good ties contrary saudi demonisation tehran also investing heavily turkey ranks seventh terms doha foreign investments turkish exports valued emirate seeking several arms deals turkish defence firms value projects undertaken turkish companies mainly construction sector reached approximately bn date according official numbers preparations way turkish contractors eyeing country investments mr erdogan demanded immediate end crisis calling saudi king take lead resolve although taking pro qatari position turkey want perceived anti saudi wants first foremost diplomatic settlement restore relations parties tension escalates leading military confrontation coup turkey still prepared stand recently adopted brother,381
219,394,15,8 June 2017,crisis al jazeera survive,al jazeera media network undoubtedly put tiny gulf state international map showpiece oil gas rich nation efforts turn financial largesse outsized global influence visibility two decades long effort includes successful bid host growing fears current diplomatic crisis could place high profile network future jeopardy al jazeera broadcasting caused controversy drawn anger various arab states least egypt fall hosni mubarak arab spring subsequent ousting elected president mohammed morsi leader muslim brotherhood already caught current crisis website blocked saudi arabia united arab emirates uae egypt bahrain late may nations severed ties june accusing country supporting extremism saudi arabia closed al jazeera offices withdrawn broadcast licence saying promotes terrorist plots supports houthi militias saudi arabia fighting yemen attempted break saudi internal ranks al jazeera says partisan ideology group government crisis travel mean finds isolated vulnerable denies backing terrorist groups pressed concessions order resolve tense situation left international airport key hub virtually deserted residents stocking food supplies bbc arabic feras kilani doha says sources tell media reforms key condition placed al jazeera might closed editorial policies change says newer qatari al araby tv network based london could shuttered many years al jazeera bone contention gulf states egypt even heyday rolling news coverage arab spring writes emirati commentator sultan sooud al qassemi points saudi arabia angered coverage peace plan israel palestinian conflict recalled ambassador result ambassador sent back promised stop interfering gulf neighbours domestic politics resolve another diplomatic spat saw saudi arabia uae bahrain withdraw ambassadors time around neighbours gulf demand complete shuttering al jazeera tv network mediation take place mr qassemi predicts would major consequences country media ambitions network plus staff doha around muslim brotherhood rapid rise sharp decline trump take bow row current crisis represents new challenge new circumstances al jazeera giles trendle acting managing director al jazeera english al jazeera remains committed continue pioneering courageous journalism around professional balanced objective manner added want see one side story told would consider network biased towards muslim brotherhood group finds delicate position says h hellyer senior non resident fellow atlantic council perceived loose cannon coverage muslim brotherhood says relationship saudi arabia chief rival regional influence iran us president donald trump key ally meanwhile praised isolation country little wiggle room deal bring foreign policy closer line saudi arabia probably involve changes influential media networks including al jazeera possibly end al araby al jadeed new arab outlet part company al araby mr hellyer writes david roberts expert king college london agrees al jazeera probably gulf countries egypt shopping list concessions want negotiation certainty would capitulate point told bbc says al jazeera arabic although toned coverage still prickly towards egypt particular channel stop going saudi arabia close decade ago around time ambassador returned reported late government assured saudi arabia coverage kingdom would mellowed moved reset relations iran nuclear ambitions grew orders given tackle saudi issue without referring higher management newsroom employee told new york times dissident voices disappeared screens others convinced end al jazeera specific demand made agree foreign policy undoubtedly change wants bring end current isolation means changes tone coverage government funded media networks like al jazeera would follow says professor noha mellor pan arab media expert university bedfordshire might tone media discourse line foreign policy foreign policy tone style ambition al jazeera arabic channel strongly supportive arab uprisings veered towards overtly pro islamist line amid upheavals engulfed region since shift channel come perceived pillar foreign policy reflection ambitions changing arab al jazeera forefront tensions strained relations egypt toppling mohammed morsi syria iraq al jazeera coverage called islamic state militant group differed outlets referring group al jazeera uses expression state organisation far removed calls opposed pejorative arabic acronym daesh used saudi media including al jazeera competitor al arabiya al jazeera used positive term sunni revolutionaries refer sunni fighters including militants took control iraq key city mosul egypt jails al jazeera journalists al jazeera network cut jobs al jazeera america shut news channel trump claims credit isolation evidence crisis explained row might affect behind crisis airways licence revoked row threatens food flights five surprising facts qatarstrophe social media reacts travellers hit grounded flights hacking row fuels gulf tensions country profile islamic state key countries stand isolated neighbours muslim brotherhood rapid rise sharp decline,394
220,404,25,6 June 2017,row calls diplomatic talks end gulf crisis,backing plans talks regional rivals diplomatic row gathers pace several countries cut ties accusing supporting terrorism gulf region neighbours including saudi arabia united arab emirates uae closed airspace qatari planes meanwhile us president donald trump told recent visit saudi arabia funding radical ideology recent trip middle east stated longer funding radical ideology leaders pointed look tweeted kuwait one gulf countries involved dispute offered mediate talks receptive dialogue interview al jazeera network qatari foreign minister kuwait emir would travel saudi arabia tuesday talks sheikh mohammed bin abdulrahman al thani told al jazeera seeking dialogue openness honesty six countries bahrain saudi arabia uae yemen libya eastern based government maldives cut diplomatic ties monday bahrain saudi arabia uae given qatari nationals two weeks leave banned citizens travelling evidence rift clear doha airport bbc james robbins reports states joined monday move tiny gas rich peninsula include biggest powers arab saudi arabia bahrain uae closed transport links air land sea uae egypt expelled qatari diplomats giving hours leave saudi arabia closed local office al jazeera disruption airspace gulf began tuesday morning local time doha capital major hub international flight connections airlines affected airspace restrictions include airways etihad airways emirates avoiding saudi arabia massive neighbour planes take indirect routes leading longer flight times tuesday saudi arabia revoked airways licence ordered company saudi offices shut within hours country reliant imported food residents started stockpile people stormed supermarket hoarding food especially imported ones one doha resident eva tobaji told reuters chaos never seen anything like substantial amount food transported across border saudi arabia closed also important route construction materials needed energy industry preparations exports dominated oil gas mostly seaborne immediately hit general economic disruption could impact dispute drags possibility pushed price crude oil higher briefly member exporters group opec dispute could yet undermine organisation efforts raise prices restricting production severing ties sudden come blue tensions building years particularly recent weeks broadly two key factors drove monday decision ties islamist groups iran saudi arabia regional rival wealthy individuals believed made donations government given money weapons hardline islamist groups syria says case financial times also reports gulf allies angry paid bn ransom jihadists iranian security officials qatari nationals kidnapped iraq syria saudi arabia accused funding either directly failing prevent private donors sending money group allegations denies analysts also say timing diplomatic withdrawal two weeks visit riyadh president trump crucial mr trump speech saudi arabia blamed iran instability middle east urged muslim countries take lead combating radicalisation likely emboldened gulf allies act week mr trump speech egypt saudi arabia bahrain uae blocked qatari news sites including al jazeera comments purportedly emir sheikh tamim bin hamad al thani criticising saudi arabia appeared qatari state media government doha dismissed comments fake attributing report shameful cybercrime us secretary state rex tillerson urges gulf states address differences diplomatic crisis explained row might affect behind crisis airways licence revoked row threatens food flights five surprising facts qatarstrophe social media reacts travellers hit grounded flights hacking row fuels gulf tensions country profile islamic state key countries stand isolated neighbours,404
221,407,28,6 June 2017,qatari planes banned egyptian saudi air space,qatari planes banned egyptian saudi air space growing diplomatic row gulf threatens large scale air disruption several countries cut ties tiny gulf state accusations supporting extremism region air land sea links halted country saudi arabia uae egypt bahrain denies backing militants including called islamic state move unjustified sudan foreign ministry offered mediate sides order achieve calm reconciliation major split powerful gulf countries also close us allies comes amid heightened tensions gulf countries near neighbour iran bahrain saudi arabia uae co ordinated together set diplomatic withdrawal motion closing transport ties air land sea tiny gas rich peninsula given qatari visitors residents two weeks leave territory three countries also banned citizens travelling uae egypt given qatari diplomats hours leave countries saudi arabia took one step closing local office influential al jazeera tv channel however country says still allow qataris take part annual hajj pilgrimage mecca egypt yemen libya eastern based government maldives later followed suit severing diplomatic ties saudi arabia civil aviation authorities banned qatari planes landing stopping airports well crossing saudi airspace egypt also closed airspace flights originating flights two countries would halted gmt tuesday continue notice airlines many affected countries including bahrain gulf air etihad airways emirates say plan cancel flights qatari capital doha starting tuesday morning budget carriers fly dubai air arabia also cancelled routes doha national airline airways meanwhile suspended flights saudi arabia bbc simon atkinson says suspension flights may cause major problem airline forcing alter flight paths inevitably add time flights reports residents stockpiling food water heavily dependent saudi arabia food imports food believed come lorry gulf neighbour official iran union exporters agricultural products quoted fars news agency saying tehran could export food sea within hours severing ties sudden come blue tensions building years particularly recent weeks two weeks ago egypt saudi arabia bahrain uae blocked qatari news sites including al jazeera comments purportedly qatari emir sheikh tamim bin hamad al thani criticising saudi arabia appeared qatari state media government doha dismissed comments fake attributing report shameful cybercrime back saudi arabia bahrain uae withdrew ambassadors several months protest alleged interference affairs broadly two key factors drove monday decision ties islamist groups role iran saudi arabia regional rival joined us coalition qatari government repeatedly denied accusations iraq shia leaders provided financial support wealthy individuals country believed made donations government given money weapons hard line islamist groups syria also accused links group formerly known nusra front al qaeda affiliate spa statement accused backing groups well islamist muslim brotherhood banned gulf countries terrorist organisation promotes message schemes groups media constantly saudi arabia key backer islamist rebels including hard line jihadist groups syria even accused funding saudi blame key countries stand visit riyadh two weeks ago us president donald trump urged muslim countries take lead combating radicalisation blamed iran instability middle east experts say may emboldened gulf states take action knowing backing trump administration due host critical decision foreign ministry decisions would affect normal lives citizens residents iran turkey us called sides resolve differences us secretary state rex tillerson pressing dialogue us secretary state rex tillerson urges gulf states address differences white house president trump committed de escalating tensions region sudan foreign ministry country fully ready undertake efforts order achieve calm reconciliation would help serve interests people region sudan calls region leaders work together overcome dispute hosted successive rounds peace talks sudanese government rebels darfur stock market closed country nearly population migrant workers many working construction boom fuelled successful bid travellers hit grounded flights behind crisis five surprising facts row threatens food flights qatarstrophe twitter reacts story behind hack islamic state key countries stand country profile,407
222,410,31,5 June 2017,row saudi egypt among countries cut doha links,number arab countries including saudi arabia egypt cut diplomatic ties accusing destabilising region say backs militant groups including called islamic state al qaeda denies saudi state news agency spa riyadh closed borders severing land sea air contact tiny peninsula oil rich called decision unjustified basis fact unprecedented move seen major split powerful gulf countries also close us allies comes amid heightened tensions gulf countries near neighbour iran saudi statement accused collaborating iranian backed terrorist groups restive eastern region qatif bahrain diplomatic withdrawal first put motion bahrain saudi arabia united arab emirates uae egypt yemen libya eastern based government maldives followed suit spa cited officials saying decision taken protect national security dangers terrorism extremism saudi arabia uae bahrain given qatari visitors residents two weeks leave territory three countries also banned citizens travelling however saudi arabia says still allow qataris take part annual hajj pilgrimage mecca far sign reciprocal moves latest developments row erupted food flights risk severing ties sudden come blue tensions building years particularly recent weeks two weeks ago egypt saudi arabia bahrain uae blocked qatari news sites including al jazeera comments purportedly qatari emir sheikh tamim bin hamad al thani criticising saudi arabia appeared qatari state media government doha dismissed comments fake attributing report shameful cybercrime back saudi arabia bahrain uae withdrew ambassadors several months protest alleged interference affairs qatarstrophe social media reacts need know story behind hack broadly two key factors drove monday decision ties islamist groups role iran saudi arabia regional rival joined us coalition qatari government repeatedly denied accusations iraq shia leaders provided financial support wealthy individuals country believed made donations government given money weapons hardline islamist groups syria also accused links group formerly known nusra front al qaeda affiliate spa statement accused backing groups well islamist muslim brotherhood banned gulf countries terrorist organisation promotes message schemes groups media constantly saudi arabia key backer islamist rebels including hardline jihadist groups syria key countries stand get support visit riyadh two weeks ago us president donald trump urged muslim countries take lead combating radicalisation blamed iran instability middle east seems saudis emiratis feel emboldened alignment regional interests toward iran islamism trump administration gulf analyst kristian ulrichsen told reuters news agency decided deal alternative approach assumption trump administration backing saudi blame saudi arabia accused funding either directly failing prevent private donors sending money group allegations denies recent days british prime minister theresa may also come pressure election rivals publish report thought focus funding uk extremist groups saudi arabia due host critical decision foreign ministry decisions would affect normal lives citizens residents us secretary state rex tillerson speaking sydney urged countries resolve differences dialogue us secretary state rex tillerson urges gulf states address differences iranian foreign ministry spokesman bahram qasemi need transparent dialogue diplomacy adding country region benefit heightened tension stock market closed one likely knock effects food stability food believed come lorry saudi arabia doha news newspaper reported people rushed supermarkets stock food water nearly population migrant workers many working construction boom fuelled successful bid long tensions far beneath surface often seemed step neighbours tended example side islamist forces middle east like muslim brotherhood reviled saudis current egyptian leadership past efforts neighbours pull qataris line limited impact doha suddenly come much greater co ordinated pressure emboldened president trump trip two weeks ago saudis emiratis believe moment make clear divergent views longer tolerated right small country rulers probably feeling lonely indeed behind crisis row threatens food flights qatarstrophe twitter reacts story behind hack islamic state key countries stand muslim brotherhood profile country profile united arab emirates country profile saudi arabia country profile egypt country profile,410
223,413,34,5 June 2017,row economic impact threatens food flights,saudi arabia egypt bahrain united arab emirates libya yemen maldives cut diplomatic ties might mean economy people business population million people tiny nation north east coast arabian peninsula trying punch weight people know thanks part national airline airways international news station al jazeera sport notably winning right host former sponsor perhaps famous club barcelona distinctive skyline capital doha succeeded attracting multinationals open offices latest developments mean lot stake abu dhabi etihad airways dubai emirates suspending flights doha starting tuesday morning carriers operate four daily return flights doha budget carriers flydubai air arabia also cancelling routes doha airlines including bahrain gulf air egyptair expected follow suit comes saudi arabia uae bahrain egypt would stop flights close airspace country airline airways flag carrier risks biggest loser flights places like dubai abu dhabi riyadh cairo stop dozens flights day airways passengers abu dhabi vent frustration airways already cancelling services saudi customers booked affected flights kingdom saudi arabia provided alternative options including option full refund unused tickets free rebooking nearest alternative airways network destination banned large chunks airspace region would also cause major problem forcing alter flight paths inevitably adding time flights well cranking fuel bills could annoy passengers airways growth come positioning hub airline connecting asia europe via doha journey europe used take six hours takes eight nine change routes makes far less appealing passengers might look elsewhere says ghanem nuseibeh director advisory firm cornerstone global british airways one number european airlines fly doha monday continue offer full schedule desert states nature struggle grow food food security particular issue given way land single border saudi arabia every day hundreds lorries cross border food one main supplies food believed come via route saudi arabia close border lorries stop become reliant air sea freight immediately cause inflation directly affect normal qatari people says mr nuseibeh things start costing significantly going see qatari people putting increasing political pressure ruling family either change leadership change direction also points many poorer qataris make daily weekly trips saudi grocery shopping cheaper clearly closed border means longer possible new port medical zone metro project eight stadiums major construction projects going right key materials including concrete steel come ship also land neighbouring saudi closure border could food push prices lead delays materials shortage already threat looms construction industry risks making things worse lengthy closure airspace land borders would wreak havoc timeline delivery says kristian ulrichsen gulf expert us based baker institute move end ties bans citizens saudi egypt bahrain united arab emirates libya yemen travelling living passing according saudi government people affected days leave meanwhile qataris amount time get saudi arabia uae bahrain significant though would egypt issued similar ban according one recent report egyptians live many involved engineering medicine law well construction loss workforce would pose problem local international firms operating gulf state nervousness unprecedented situation left main share index lower monday amid worries investment climate many gulf firms presence including retail stores likely close least temporarily believes mr nuseibeh indeed already seeing business deals begin crumble major saudi al ahli cancelled sponsorship deal airways isolated neighbours behind crisis,413
224,419,40,24 April 2017,cardiff airport unveils airways flights,long haul flights cardiff airport middle east announced airways attracting long haul destinations one aims airport part growth strategy already flights orlando florida airlines fly doha capital million people used airport vale glamorgan growth passenger numbers deb barber chief executive cardiff airport fantastic able offer customers choice travel class airline providing easy connections destinations across via hub hamad international airport airways connects destinations including australia thailand china ms barber added long journey get stage discussions spanning number years coming months work airways confirm details service look forward flights sale near future cardiff airport already operates flights destinations adding rome last month plans add madrid new service guernsey analysis sarah dickins bbc economics correspondent new direct route cardiff doha reminder economy growing significantly also trade arab beyond increasing figures released month show exports amounted expected grow welsh businesses attempt find new markets outside european union doha airport already attracts much business visiting state airline growing hub region east welsh exports wider area significant businesses sold goods services worth middle east north africa worth bn asia oceania business tourism doha rising grew spotlight prepares host cardiff airport bought welsh government following slump passenger numbers ambitious targets reaching three million passengers year replacement terminal long term roger lewis cardiff airport chairman called airlines tie game changing announcement airport benefits relationship transformational businesses passengers across south west england added first minister carwyn jones next weekend discuss potential investment opportunities added new route relationship cardiff airport airways open links rest deliver new economic leisure travel opportunities welsh businesses people welsh secretary alun cairns recently met senior managers airways make case service added new route send positive message outward looking developing international trade tourism links rest airlines flights cardiff among new destinations airline including san francisco kiev lisbon announced travel show dubai new terminal plan cardiff airport grayling cardiff airport great success cardiff airport complement heathrow,419
225,422,43,27 March 2017,announces bn uk investment,one largest investors uk committed bn new money invest transport property digital technology middle eastern state optimistic future british economy made clear uk leaving european union little bearing decision already invested bn uk owns harrods stake shard london also stake canary wharf capital docklands well interest milford liquefied natural gas terminal south also bought olympic village following london olympics currently uk first investment destination largest investment destination qatari investors public private ali shareef al emadi country finance minister told bbc bn bn investments already uk announcing additional bn investment next three five years mainly investment focus infrastructure sectors technology energy real estate mr al emadi join international trade secretary liam fox birmingham tuesday uk firms showcase projects including sport cyber security healthcare government relies foreign investment support infrastructure projects new high speed rail link london birmingham manchester hs although final decisions taken qatari investments mr al emadi rule putting money hs look deals look electricity roads bridges railways announcement qatari investment likely welcomed number comes two days triggering article official process leaving european union theresa may made clear believes british economy remains positive place invest qatari announcement follows uk focused investment decisions sir james dyson google nissan decline value sterling made uk assets attractive overseas investors though many economists argue leaving eu damage trade britain largest market therefore damage growth always like uk market always good market mr al emadi told way look investment market especially uk long term investment look cycles talking brexit go back financial crisis tell stories think good us commercially viable good vision good impact asked whether uk economy outside eu likely stronger weaker lot policy uk take think knowing uk market confident good future mr al emadi answered saying important britain welcoming high skilled foreign workers students elsewhere faced controversy fundraising barclays bank time financial crisis recently allegations poor labour conditions marred preparations held country mr al emadi supported job creation uk look done always win win situation whatever investment uk talk labour think lot things taken proportion inaccurate news,422
